company_id,name,patent_id
dc4f8ba6-ebfc-483a-9feb-5e64800815bb,Charbonnages de France,4296081
ff6a0dd6-ce8a-40db-91a8-6e93655b3a73,AIRBUS OPERATIONS LIMITED,8636251
7f7f1d2f-d858-4e97-8723-87f06ac28989,"CISCO TECHNOLOGY, INC.",7827251
3cf1d97e-4d20-4ab2-99d5-b6884af195a7,"10x Genomics, Inc.",10669583
1e1339a0-dae5-482f-ba1c-e9a06b8386e4,JONKER LLC,10839086
fb59ffef-8e77-4392-827a-a9c35616fb16,CHUNG HUA UNIVERSITY,9502744
ec4c46d0-6341-44da-94e6-ffea20643da2,Sapal Societe Anonyme des Plieuses Automatiques,4293774
e4de33a5-523c-4cee-94b8-af4c8051a296,YAMAHA CORPORATION,5740253
8f4094b7-206a-49cc-bada-d91974888071,The Procter & Gamble Company,6930078
8e0bb2dd-1262-4464-8f42-47fefb224f1e,ASML Holding N.V.,9904173
64013197-abc2-4d02-95fd-af904f8e24f4,ANRITSU CORPORATION,7011529
af4b406c-7dde-4f27-94f5-d3f8380a469d,Mercado Medic AG,6328380
ec772f92-6069-4b93-ac93-7526a11b220a,USUI KOKUSAI SANGYO KAISHA LIMITED,4991765
65294219-40df-439c-b76e-76a85317435e,Oiles Corporation,5761856
b8ae2d5d-1247-414f-8283-3b1b5e559dd6,"Japan Servo Co., Ltd.",6746173
3b43422e-5909-4324-989b-fd7298921ca8,"SUTENG INNOVATION TECHNOLOGY CO., LTD.",12326524
8992db46-bb5f-43b4-822e-33547222055f,"Haier US Appliance Solutions, Inc.",12442122
1d4a3263-81e0-42e2-9285-34101f7de27f,Microsoft Corporation,6000832
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,4903266
a2128e7d-84f8-477d-864f-e2805921b359,Gardena Kress + Kastner GmbH,D313269
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",6235623
dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA,6801554
97ed5df6-7345-49c0-b1b8-42a1ec75baf1,Waymo LLC,D857745
ace39363-f02c-4ec4-bd9e-ffa4b996f3d3,"Harman International Industries, Incorporated",9571935
c0750c9e-b866-411f-9b2d-b57210bca8b8,Everest VIT,6830545
d1dff8a7-7ce7-463d-ad9c-1e19d714fb7f,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,12424123
53cc491d-015e-4686-aabc-3e7e4f41e492,Abbott Laboratories,3969336
0ed3b5da-e166-4ce8-bb57-768914cc7e2e,"Halliburton Energy Services, Inc.",8899346
b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company,11035250
37cdaf50-125e-4031-8cff-31e1afdd3708,SIGNIFY HOLDING B.V.,10813195
f005e862-f69d-43f2-994d-734e7887d63a,Koebenhavns Universitet (University of Copenhagen),9056135
bd8bd618-aae4-42d7-9429-21611ea4c325,Mannesmann Rexroth AG,6499295
26874762-b4a4-4ebc-8e50-235fc1cd3b47,KOREA ELECTRIC POWER CORPORATION,10379935
0bc189af-3eb0-4f95-9c77-b230b103c2cb,PANASONIC HOLDINGS CORPORATION,8314450
4f93e940-5dbf-4dc4-acf3-ef2408ea9340,Beihang University,9578312
85b67cfa-135d-4357-aac9-938aa1f65656,Kohler Co.,D807989
8bcf2d52-ac35-4fcc-9f7f-a647d46c43e3,OrCam Technologies Ltd.,9898663
36be6c59-01ae-44f0-baaa-78958210dfde,"T-Mobile USA, Inc.",12164489
ba50ed3d-81eb-43fa-a2dd-c59fe5f91383,"Anderson-Cook, Inc.",4729232
2c0cd0c3-e985-4224-9060-b5d12cf2f289,Saint-Gobain Vitrage,D402047
5a10ee7a-c149-443e-ae07-f9873cd6ee6d,"TIMOTION TECHNOLOGY CO., LTD.",11788611
019f00ba-5999-43af-a3da-dac8860dd220,"GUANGZHOU SHIYUAN ELECTRONICS CO., LTD.",10944934
bef3e5fe-e6bf-41bf-be80-f3b7c89242d9,Tyco Healthcare Group LP,8192426
02efbc81-a5a4-42d7-932b-7d5796d3f80b,Rubbermaid Incorporated,D499514
318a5e62-6b84-4775-b468-bf4749f39f35,ALFOREX SEEDS LLC,10820564
17b756b2-5243-4284-9053-957d4df02f9a,DEERE & COMPANY,7404355
a8ff5b01-5396-4174-bd3b-0245cf192b9b,"The United States of America, as represented by the Secretary of the Navy",5706192
937ff1e7-d996-412c-aa90-41763f7b8b11,Wyse Technology L.L.C.,9213537
118565fb-5037-4fb5-b31c-a1c6e7674c02,KONINKLIJKE PHILIPS N.V.,11490867
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,11984401
4ab68e87-2ca3-4737-bd3a-9e7ed5e65841,Universal City Studios LLC,10843092
7d8588ec-8ba6-4788-8590-ca3438b51377,"InterDigital Patent Holdings, Inc.",10397290
949909e6-4429-4c3f-9d54-5978e74bc893,EZflow L.P.,6277280
49a37e6f-3d15-4ce8-856b-698fe9ac4287,"Sequenom, Inc.",11401551
c957fb8b-d6ef-4271-9686-04f6a1807c1e,"Brainscope Company, Inc.",8700141
bbf1d5f4-e1ef-44df-ac2a-929d2c341942,KOMATSU LTD.,8321085
91896e66-dfbb-4c89-8418-a0d710026e1c,HARRIS CORPORATION,5504801
ff5c26dd-8e2b-4c70-9ed6-8c2cdee2f566,Self Sime Italia Ricera & Sviluppo S.r.l.,8262261
0ec9eb70-213a-40f8-8747-243a410b72ca,SESSILE RESEARCH CORPORATION,11517000
048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC,11989392
27de0b49-ded4-4de2-8e74-49a72dfa2d7c,Dolby International AB,12322404
8592d210-4a4c-4468-b903-3024c200d0c8,"AirFlow Direction, Inc.",11415475
39fca4e5-7261-4526-8f83-9781bff21b24,"CONNECT NOW, INC.",10410302
f1dd9d80-dc90-4ad0-a89e-892f5580c67d,TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,12154431
55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation,7570696
88de0958-1455-41f5-9d4b-383c0f42c07f,Metra Electronics Corp.,D912038
e158008f-001b-4327-b2b9-9d9f64b64919,ASML NETHERLANDS B.V.,7116400
69383809-71f8-45ef-b137-eaa3ade9869b,BSH Bosch und Siemens Hausgeräte GmbH,9010884
8ef2c9de-2a27-4cd0-8599-6722f036c7d4,Univerza Edvarda Kardelja v Ljubljana,5231216
84a438a7-7032-40b7-b7e7-23ecb8ba33fb,Newell Operating Co.,D463917
5952964e-63c6-4284-9012-0fdd0643f715,Fujitsu Limited,5987078
9921f15a-8121-4f1a-94af-8eebc794a42b,"Montage Technology Co., Ltd.",12184061
c6917367-707b-47bd-a76b-88d734bc85f6,AKTIEBOLAGET SKF,4255000
769b72c1-fad2-4927-9115-af4f77e5172e,YAMAUCHI CORP.,6391460
de60cc20-6d55-4e98-921d-a92afa901cdb,"SHENZHEN SHOKZ CO., LTD.",D1103972
74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION,5574991
3dcceced-141d-47f7-b78a-b1e9e21a0b8a,"Progressive Dynamics, Inc.",6184649
66e2c62e-301f-42e2-a6de-b62c87f792e5,"HUAWEI TECHNOLOGIES CO., LTD.",8724986
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,10885260
d530b05a-2539-4dbe-aa54-027b4ab9be0b,"Microsoft Technology Licensing, LLC",10515075
4936eded-ae03-4f33-83f7-669a952300b8,"SHENZHEN WINRISE TECHNOLOGY CO., LTD.",D867999
66e2c62e-301f-42e2-a6de-b62c87f792e5,"HUAWEI TECHNOLOGIES CO., LTD.",10979920
20e02a59-2ba8-400f-aa8c-ecab435f864e,"VIVO MOBILE COMMUNICATION CO., LTD",11343757
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,7325073
74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION,5652545
f0236bcc-a68f-44e1-92d1-2d6b157ca97e,Unisys Corporation,5408657
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,10452540
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba,5126807
40432ae4-d8cd-48f7-bdc7-d2c3b1685719,NXP B.V.,10990785
cb6a8105-44d9-4fa8-9a25-d1ae30c2fae7,Nano Precision Corporation,7226024
d9306c5c-0682-4d06-9403-74ba052eb1d6,Oura Health Oy,10834535
0f9aaaa8-0c87-487d-91f8-47f5b1e34efe,ROCHE INNOVATION CENTER COPENHAGEN A/S,12180478
512138f1-dbcc-4c8f-9b39-1d1c6366c1a4,"Synopsys, Inc.",8086438
ab6c7692-2951-4ad1-99bd-b56927abe107,MAQUET CARDIOVASCULAR LLC,7534243
4d02b7ca-575f-4cad-8529-aa098a0d76aa,"SANYO ELECTRIC CO., LTD.",6960797
4c7daf25-83f9-40b2-934a-0ea4bd71a90f,"Graph-It, Inc.",5645178
0e3c64f0-f963-4fa4-96db-7915cc62aa37,Mitsubishi Petrochemical Company Limited,4582871
3ceb6f87-5ae1-4dc7-b11b-696780870d23,The Gillette Company LLC,D246605
ae000317-3435-4778-aa33-19697d1f148e,BISSELL Inc.,D1004870
a840e3a9-0c49-4453-903d-e71be82ad9a2,"Chotaro Engineering, Co.",7823172
a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),9992017
15182395-39d5-496f-a262-cfb9fda60a63,"Micronics Computers, Inc.",5703760
1ba15938-bc8e-4d40-998b-a0668a9830a3,"Hewlett-Packard Company, L.P.",4641086
faaf0635-4865-4a55-b09e-4011a1210b5e,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,7939063
ee19b405-e8a2-4bfe-8aa1-9f8fe50d3be7,"Amazon Technologies, Inc.",12417305
a026fdeb-c4d0-4c6a-9217-c884896462f4,"Coulter Electronics, Inc.",3973196
d16c20d6-e786-4687-b7ec-3a1a97b3ec1f,L'Oreal S.A.,6679439
3ce8b817-c4d0-4786-8b82-01ae6e352c9c,"RAWLINGS SPORTING GOODS COMPANY, INC.",D699895
7d2e2343-e96c-463b-bbe8-75451ac73230,Lembaga Minyak Sawit Malaysia,7531677
eaa008b9-163f-4a5e-a364-07c398ad3eb2,KOLIBRI BETEILIGUNGSGESELLSCHAFT MBH & CO. KGAA,11858080
a76cd634-2abb-44d3-9fdd-8137f3de78ae,MASIMO CORPORATION,RE43860
99a82a2a-c494-4f14-bec0-2bcb33b5c533,E.I. DU PONT DE NEMOURS AND COMPANY,6730823
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba,9037031
38edc402-cc0c-4905-b977-d0759cf926c0,2336063 ONTARIO INC.,9598272
dacd194f-a5f9-4a3e-a1d7-2f6f81348ed3,Lear Corporation,6929304
853622bb-3ea7-4ef8-a8b9-86cb1e65fb4d,"Therapeutic Technologies, Inc.",5048522
294f36f6-0502-4b69-8200-c0ffde4c729a,"Dade International, Inc.",5739036
b15d2283-1043-4ce5-a753-34337789cc7b,"L'Air Liquide, Societe Anonyme pour l'Etude et l'Exploitation des Procédés Georges Claude",10215326
37023562-be24-4daf-a7e3-8f615b927f53,Filterwerk Mann & Hummel GmbH,5602373
10aa3d8e-b0ae-4c68-81ad-9e2dd031a07b,SAP SE,9396090
721d9994-c1c2-4895-8b4b-da77871a9c0b,A.W. CHESTERTON COMPANY,6557856
9234545c-0b3a-4abe-b3d8-b9c6099f2b85,BLACK & DECKER INC.,8091174
dd8e5360-f2b0-41a0-b4bf-d34613c415b4,OSHKOSH CORPORATION,11565920
77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD.",10122288
52c7ad01-5f2a-4b95-8f4d-84ccadb4ac2b,Oracle Corporation,6334193
6ce04dde-f383-4923-8798-780d1a608ed6,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,5660642
1d4a3263-81e0-42e2-9285-34101f7de27f,Microsoft Corporation,7458030
523e491c-04a0-4fa0-b13d-f4efc775837b,"SHEI CHUNG HSIN IND. CO., LTD.",9688370
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",6940331
1918bc79-3bf3-4be6-8ea5-c5438e714ae2,Infineon Technologies AG,8871630
1b7df2b5-6ba8-45e7-978f-a91d69bf49be,HONEYWELL INTERNATIONAL INC.,6858541
60d0d424-80a8-4d80-b4d0-a03ccc3a4c9a,Eaton Corporation,9304159
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,6310873
961de0c4-ba40-4d86-9531-6154e70d6470,NORTHROP GRUMMAN CORPORATION,5610705
6ce04dde-f383-4923-8798-780d1a608ed6,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,8007995
be5bfb50-6595-446b-a4d6-df8ab617ec94,A School Corporation Kansai University,9999075
041e8a5b-225e-408b-9189-fe0af7822493,A.E. Staley Manufacturing Company,4079025
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,7785934
3cfe78ad-dd7b-4a97-82f6-0777b8d2b94e,Orthomed Sarl,5454814
9ad71884-fa3a-475e-b26b-34321c2dcff7,Memorial Sloan Kettering Cancer Center,10421758
f94290bc-7c0d-49af-9797-828af77eb9c7,GM GLOBAL TECHNOLOGY OPERATIONS LLC,11645880
93036231-0e24-4efc-9030-73a3dd0d4e85,"MIYAKOSHI PRINTING MACHINERY CO., LTD.",9004660
9ba4a673-1745-4824-9c0e-812958e20bb4,Bishop Fox,11218496
75af58a7-54a5-41c1-8dd7-ee4f50e46e9d,Caterpillar Inc.,7984575
f92254c5-6003-4a97-866b-1da0e5fe77e7,"Acer Peripherals, Inc.",5744904
66e2c62e-301f-42e2-a6de-b62c87f792e5,"HUAWEI TECHNOLOGIES CO., LTD.",10630488
466fa08c-0be1-456f-b98f-ad4829beaaa2,Ecole Polytechnique Federale De Lausanne (EPFL),6067184
f46b8a20-8370-400b-af37-f9866977c7e3,"Conopco, Inc.",D625174
c38e0f23-4fed-4894-9231-b49a7c9c6787,BARCELONA SUPERCOMPUTING CENTER—CENTRO NACIONAL DE SUPERCOMPUTACIÓN,11436048
ca3eedcb-292b-495c-8f04-81e3aa3b4a78,Catalytic Distillation Technologies,7431827
d741637e-71a6-4101-a7db-0c2ba20a2958,The Boeing Company,11286063
901e83b5-d257-46d7-88bf-c3899a7a3f67,"Berry Global, Inc.",11530282
2fbab67e-3673-4864-8401-5964ed7c1951,SOMAR CORPORATION,5271620
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation,7155401
3e0fba4d-6b56-42a0-a974-3117903cdeb7,Bayer Aktiengesellschaft,4276210
398098a3-6260-4080-b4b9-1d5ed20aba89,"Rochester Sensors, LLC",11860026
bd60fdad-58a6-4477-a109-dc81b3297854,"IDEMITSU KOSAN CO., LTD.",4539125
0b800e51-472b-4cd4-a8aa-4dc76f5b0b52,UNIST(ULSAN NATIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY),12308430
b60c5c40-c606-4da6-a7f4-4fb756844aa9,Callaway Golf Company,9757622
55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION,6522704
1d5a7ead-9e90-4953-9339-ce3553eda289,"ZHUHAI UNILINK TECHNOLOGY CO., LTD.",9820615
a65ea07f-5aee-4c2b-9ad8-b9e9b130631b,"Palau Pharma, S.A.",8476456
ee19b405-e8a2-4bfe-8aa1-9f8fe50d3be7,"Amazon Technologies, Inc.",11531846
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",6867055
8842ba54-c74f-4e5a-b125-f2ea48163211,"HOWA MACHINERY, LTD.",5688214
3c1b176a-b246-45eb-a51f-ffe64f7bcf0d,"System Create Co., Ltd.",7090069
55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION,5897193
235eef56-e958-4a4e-842d-1f654fc8b93c,Masonite Corporation,D946174
8bd78eec-29db-4cd7-a70d-51f14b8b89c6,Crane ChemPharma & Energy Corp.,11287057
74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION,5120270
dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA,11691424
3c6296ab-65b1-4cac-9f36-a8757041ae39,WEIDMÜLLER INTERFACE GMBH & CO. KG,5938488
6a360eeb-c3dd-429c-ab6f-f5d78fc52c7d,The Electricity Council,4167209
bc0a0c4d-29fa-4bc3-9a3b-b4bd32a5cdd3,Jefferson Smurfit Corporation,5967374
b23553dd-fa4e-4288-bd7c-a4b675a1227d,"KARL STORZ Imaging, Inc.",11666205
c0dd0b4d-fbbe-4965-b458-304bb690d1e8,Arm Limited,11589261
74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION,5642373
1b7df2b5-6ba8-45e7-978f-a91d69bf49be,HONEYWELL INTERNATIONAL INC.,7124487
8375f43c-a676-4794-a0a6-67b092640796,POWERCHIP SEMICONDUCTOR CORP.,7028433
8a03b7d9-0444-4dfc-9737-bf029c47a462,"FORD GLOBAL TECHNOLOGIES, LLC",7611190
457da951-87ee-4552-b6df-ee97af55afc2,Triangle Package Machinery Co.,6219993
08f91805-6459-437d-a3d4-def133ef77d0,Wistron Corporation,8964378
93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD.",3973254
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",10043800
f758057d-653f-46a6-839b-754198f730bd,SAFRAN HELICOPTER ENGINES,11932410
8fd70c02-b926-4e69-a968-f28a56e605db,Amarantine N.V.,D258255
0c366465-e38a-4f8c-9292-e33ea65142e2,MANDOM CORPORATION,10787123
195cf2e1-d3be-48ef-86c5-c1134a77dfe1,"Fu Tai Hua Industry (Shenzhen) Co., Ltd.",9691922
f958ffa8-312d-49cd-98d7-f23267832b30,Societe D'Applications D'Electricite et de Mecanique SAGEM,5574271
85e143f7-b7b0-4718-8136-a8b6ddbe3e94,SR Technos Ltd.,5381170
6f65eaad-c3f2-459f-8d64-eb871462ca6c,"KANSAI PAINT CO., LTD.",6780902
af4c7e42-7ad3-4643-9c05-4025381f0877,Ford Motor Company,11673220
9d85c233-d177-4315-8245-3b92aad6c28b,Chevron U.S.A. Inc.,9952341
d882a3df-5db8-4831-b545-b89f6497a1a3,Board of Supervisors of Louisiana State University and Agricultural and Mechanical College,7097980
385560a3-3671-4fb7-b284-b0325157da84,Kao Corporation,5869532
ff76d76f-ac52-49e3-b79d-a564bc90208c,SAFRAN,12098936
36cef71c-44e6-4623-8a67-cbcffa445794,Courtaulds Coatings (Holdings) Limited,5149566
700ee0eb-3d4c-41f6-8f75-5100b9bd581b,BAE SYSTEMS PLC,11418265
9d85c233-d177-4315-8245-3b92aad6c28b,Chevron U.S.A. Inc.,8697594
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD.",11417954
ba6f1162-90be-44df-b18f-86ca6b1dd69e,Hilton Gun Company Limited,4648192
c5a61db4-8f0f-4476-9dad-588a20822e97,Comptoir Lyon-Alemand-Louyot,5075076
1e3fe876-6cc6-4a1a-a667-a2bd65e52ae1,R.G.B. S.p.A.,4944555
87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA,9238402
fe1c40af-8a94-4777-a42d-414893532f5f,Verily Life Sciences LLC,10292608
58b84b36-913b-428b-b123-7b0b7f435ec8,Vancouver,5592691
73bea314-fd03-4a86-bd8d-038bb00ef198,JOHNSON ELECTRIC S.A.,5679996
164fb31e-ea0f-4571-b1d7-bde640ac5a7c,"Avid Technology, Inc.",10770045
b67d2f38-2bea-4492-b250-4cf5f52eab70,"CUREMARK, LLC",11364287
f03635c8-6b6c-4f2b-bb6c-b52678f56aae,QUALCOMM Incorporated,9508322
0e40ce48-0407-4267-93b6-8df488a39177,SYRACUSE CHINA COMPANY,D264296
a26f90c6-69b8-4e8b-9f5b-bfe43a1a404e,Graco Minnesota Inc.,11732708
62a9aa55-4efd-4416-92c1-4c7530ccf949,"Martigold Enterprises, LLC",11568717
6ae4930a-3454-4465-86ee-1dcb0f55b2fc,Chemische Werke Huels Aktiengesellschaft,3972843
9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION,5441595
bf2b5bc2-00b1-4a3a-98a1-79e091d08558,Innovative Micro Technology,10955336
331621c5-64ce-4538-af8e-0f5513742cf3,Lenovo Enterprise Solutions (Singapore) Pte Ltd.,9137930
58ef0a9f-a4ed-4f56-a0ff-a396e7a1b491,Water Security Corporation,8993643
6603ab86-c59b-4f42-92c5-30db1e9887f2,Atlantic Richfield Company,4049007
